,Run,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,HapMap_sample_ID,Coriell_plate,relationship_type,local_family_id,Relationship,type,sample_type,local_id,AssemblyName,cell_line,cell_type,Collection,ETHNICITY,family_role,RACE,Tag,relationship_type_(unrel_,_duo,_trio),Chinese_Code,dna_source,fosmid_library_source,isolate,tissue-type,fosmid_library_name,bio_material,bio-material,Gene,Karyotype,Mutation,subject_id,ENA_first_public,ENA-LAST-UPDATE
35802,ERR3239895,WGS,PRJEB31736,SAMN00007702,NYGC,public,NA19649,2019-03-22,2019-03-22,ERX3267270,Illumina NovaSeq 6000,NA19649,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19649,male,ERP114329,AMR,Ad Mixed American,9579827106.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T16:47:00Z,1.0,CORIELL:GM19649,300.0,100380147900.0,MGP00006,"M001,M001-03",NA19649,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35803,ERR3239896,WGS,PRJEB31736,SAMN00007704,NYGC,public,NA19651,2019-03-22,2019-03-22,ERX3267271,Illumina NovaSeq 6000,NA19651,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19651,female,ERP114329,AMR,Ad Mixed American,9304948233.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T23:46:00Z,1.0,CORIELL:GM19651,300.0,105622309800.0,MGP00006,"M005,M005-02",NA19651,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35804,ERR3239897,WGS,PRJEB31736,SAMN00007705,NYGC,public,NA19652,2019-03-22,2019-03-22,ERX3267272,Illumina NovaSeq 6000,NA19652,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19652,male,ERP114329,AMR,Ad Mixed American,9815071823.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:50:00Z,1.0,CORIELL:GM19652,300.0,109496600400.0,MGP00006,"M005,M005-03",NA19652,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35805,ERR3239898,WGS,PRJEB31736,SAMN00007707,NYGC,public,NA19654,2019-03-22,2019-03-22,ERX3267273,Illumina NovaSeq 6000,NA19654,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19654,female,ERP114329,AMR,Ad Mixed American,10473560993.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:10:00Z,1.0,CORIELL:GM19654,300.0,109271454000.0,MGP00006,"M006,M006-02",NA19654,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35806,ERR3239899,WGS,PRJEB31736,SAMN00007708,NYGC,public,NA19655,2019-03-22,2019-03-22,ERX3267274,Illumina NovaSeq 6000,NA19655,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19655,male,ERP114329,AMR,Ad Mixed American,10784952044.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:37:00Z,1.0,CORIELL:GM19655,300.0,113905975200.0,MGP00006,"M006,M006-03",NA19655,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35807,ERR3239900,WGS,PRJEB31736,SAMN00007710,NYGC,public,NA19657,2019-03-22,2019-03-22,ERX3267275,Illumina NovaSeq 6000,NA19657,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19657,female,ERP114329,AMR,Ad Mixed American,9263114300.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:29:00Z,1.0,CORIELL:GM19657,300.0,100512739200.0,MGP00006,"M007,M007-02",NA19657,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35808,ERR3239901,WGS,PRJEB31736,SAMN00007711,NYGC,public,NA19658,2019-03-22,2019-03-22,ERX3267276,Illumina NovaSeq 6000,NA19658,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19658,male,ERP114329,AMR,Ad Mixed American,9848972590.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T16:44:00Z,1.0,CORIELL:GM19658,300.0,110683016400.0,MGP00006,"M007,M007-03",NA19658,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35809,ERR3239902,WGS,PRJEB31736,SAMN00007714,NYGC,public,NA19661,2019-03-22,2019-03-22,ERX3267277,Illumina NovaSeq 6000,NA19661,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19661,male,ERP114329,AMR,Ad Mixed American,10460221582.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:04:00Z,1.0,CORIELL:GM19661,300.0,108101098800.0,MGP00006,"M008,M008-03",NA19661,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35810,ERR3239903,WGS,PRJEB31736,SAMN00007716,NYGC,public,NA19663,2019-03-22,2019-03-22,ERX3267278,Illumina NovaSeq 6000,NA19663,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19663,female,ERP114329,AMR,Ad Mixed American,9309695030.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T16:55:00Z,1.0,CORIELL:GM19663,300.0,101193774900.0,MGP00006,"M012,M012-02",NA19663,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35811,ERR3239904,WGS,PRJEB31736,SAMN00007717,NYGC,public,NA19664,2019-03-22,2019-03-22,ERX3267279,Illumina NovaSeq 6000,NA19664,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19664,male,ERP114329,AMR,Ad Mixed American,9418807356.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:07:00Z,1.0,CORIELL:GM19664,300.0,102917070300.0,MGP00006,"M012,M012-03",NA19664,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35812,ERR3239905,WGS,PRJEB31736,SAMN00007719,NYGC,public,NA19669,2019-03-22,2019-03-22,ERX3267280,Illumina NovaSeq 6000,NA19669,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19669,female,ERP114329,AMR,Ad Mixed American,10919052190.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:45:00Z,1.0,CORIELL:GM19669,300.0,107578116000.0,MGP00006,"M002,M002-02",NA19669,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35813,ERR3239906,WGS,PRJEB31736,SAMN00007720,NYGC,public,NA19670,2019-03-22,2019-03-22,ERX3267281,Illumina NovaSeq 6000,NA19670,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19670,male,ERP114329,AMR,Ad Mixed American,10994272640.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:51:00Z,1.0,CORIELL:GM19670,300.0,114981499800.0,MGP00006,"M002,M002-03",NA19670,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35814,ERR3239907,WGS,PRJEB31736,SAMN00007723,NYGC,public,NA19676,2019-03-22,2019-03-22,ERX3267282,Illumina NovaSeq 6000,NA19676,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19676,male,ERP114329,AMR,Ad Mixed American,10348850095.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:35:00Z,1.0,CORIELL:GM19676,300.0,103947991500.0,MGP00006,"M004,M004-03",NA19676,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35815,ERR3239908,WGS,PRJEB31736,SAMN00007725,NYGC,public,NA19678,2019-03-22,2019-03-22,ERX3267283,Illumina NovaSeq 6000,NA19678,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19678,female,ERP114329,AMR,Ad Mixed American,15272291889.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T19:19:00Z,1.0,CORIELL:GM19678,300.0,151218078300.0,MGP00006,"M009,M009-02",NA19678,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35816,ERR3239909,WGS,PRJEB31736,SAMN00007726,NYGC,public,NA19679,2019-03-22,2019-03-22,ERX3267284,Illumina NovaSeq 6000,NA19679,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19679,male,ERP114329,AMR,Ad Mixed American,11381219300.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:59:00Z,1.0,CORIELL:GM19679,300.0,110158433400.0,MGP00006,"M009,M009-03",NA19679,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35817,ERR3239910,WGS,PRJEB31736,SAMN00007728,NYGC,public,NA19681,2019-03-22,2019-03-22,ERX3267285,Illumina NovaSeq 6000,NA19681,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19681,female,ERP114329,AMR,Ad Mixed American,10305194567.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:34:00Z,1.0,CORIELL:GM19681,300.0,101627358600.0,MGP00006,"M010,M010-02",NA19681,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35818,ERR3239911,WGS,PRJEB31736,SAMN00007729,NYGC,public,NA19682,2019-03-22,2019-03-22,ERX3267286,Illumina NovaSeq 6000,NA19682,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19682,male,ERP114329,AMR,Ad Mixed American,10916893065.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:49:00Z,1.0,CORIELL:GM19682,300.0,107078654100.0,MGP00006,"M010,M010-03",NA19682,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35819,ERR3239912,WGS,PRJEB31736,SAMN00007731,NYGC,public,NA19684,2019-03-22,2019-03-22,ERX3267287,Illumina NovaSeq 6000,NA19684,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19684,female,ERP114329,AMR,Ad Mixed American,10948607151.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:47:00Z,1.0,CORIELL:GM19684,300.0,112425954600.0,MGP00006,"M011,M011-02",NA19684,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35820,ERR3239913,WGS,PRJEB31736,SAMN00007734,NYGC,public,NA19700,2019-03-22,2019-03-22,ERX3267288,Illumina NovaSeq 6000,NA19700,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Ancestry in Southwest USA,ASW,2019-03-25T00:00:00Z,NA19700,male,ERP114329,AFR,African,11202051076.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:51:00Z,1.0,CORIELL:GM19700,300.0,111741532200.0,MGP00015,"2367,2367-03",NA19700,HAPMAPPT07,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35821,ERR3239914,WGS,PRJEB31736,SAMN00007735,NYGC,public,NA19701,2019-03-22,2019-03-22,ERX3267289,Illumina NovaSeq 6000,NA19701,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Ancestry in Southwest USA,ASW,2019-03-25T00:00:00Z,NA19701,female,ERP114329,AFR,African,10944675941.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T19:05:00Z,1.0,CORIELL:GM19701,300.0,115054861200.0,MGP00015,"2367,2367-02",NA19701,HAPMAPPT07,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35822,ERR3239915,WGS,PRJEB31736,SAMN00007737,NYGC,public,NA19703,2019-03-22,2019-03-22,ERX3267290,Illumina NovaSeq 6000,NA19703,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Ancestry in Southwest USA,ASW,2019-03-25T00:00:00Z,NA19703,male,ERP114329,AFR,African,12237265741.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:52:00Z,1.0,CORIELL:GM19703,300.0,113022183000.0,MGP00015,"2368,2368-03",NA19703,HAPMAPPT07,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35823,ERR3239916,WGS,PRJEB31736,SAMN00007738,NYGC,public,NA19704,2019-03-22,2019-03-22,ERX3267291,Illumina NovaSeq 6000,NA19704,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Ancestry in Southwest USA,ASW,2019-03-25T00:00:00Z,NA19704,female,ERP114329,AFR,African,11184191330.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:53:00Z,1.0,CORIELL:GM19704,300.0,109556662500.0,MGP00015,"2368,2368-02",NA19704,HAPMAPPT07,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35824,ERR3239917,WGS,PRJEB31736,SAMN00007740,NYGC,public,NA19707,2019-03-22,2019-03-22,ERX3267292,Illumina NovaSeq 6000,NA19707,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Ancestry in Southwest USA,ASW,2019-03-25T00:00:00Z,NA19707,female,ERP114329,AFR,African,9457639185.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:41:00Z,1.0,CORIELL:GM19707,300.0,108577950000.0,MGP00015,"2369,2369-02",NA19707,HAPMAPPT07,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35825,ERR3239918,WGS,PRJEB31736,SAMN00007742,NYGC,public,NA19711,2019-03-22,2019-03-22,ERX3267293,Illumina NovaSeq 6000,NA19711,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Ancestry in Southwest USA,ASW,2019-03-25T00:00:00Z,NA19711,male,ERP114329,AFR,African,10609294461.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:35:00Z,1.0,CORIELL:GM19711,300.0,105078989100.0,MGP00015,"2371,2371-03",NA19711,HAPMAPPT07,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35826,ERR3239919,WGS,PRJEB31736,SAMN00007743,NYGC,public,NA19712,2019-03-22,2019-03-22,ERX3267294,Illumina NovaSeq 6000,NA19712,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Ancestry in Southwest USA,ASW,2019-03-25T00:00:00Z,NA19712,female,ERP114329,AFR,African,9993837467.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:46:00Z,1.0,CORIELL:GM19712,300.0,105538990800.0,MGP00015,"2371,2371-02",NA19712,HAPMAPPT07,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35827,ERR3239920,WGS,PRJEB31736,SAMN00007744,NYGC,public,NA19713,2019-03-22,2019-03-22,ERX3267295,Illumina NovaSeq 6000,NA19713,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Ancestry in Southwest USA,ASW,2019-03-25T00:00:00Z,NA19713,female,ERP114329,AFR,African,10821780505.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:00:00Z,1.0,CORIELL:GM19713,300.0,110778966300.0,MGP00015,"2436,2436-02",NA19713,HAPMAPPT07,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35828,ERR3239921,WGS,PRJEB31736,SAMN00007746,NYGC,public,NA19716,2019-03-22,2019-03-22,ERX3267296,Illumina NovaSeq 6000,NA19716,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19716,female,ERP114329,AMR,Ad Mixed American,10005709221.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:49:00Z,1.0,CORIELL:GM19716,300.0,108729600000.0,MGP00006,"M014,M014-02",NA19716,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35829,ERR3239922,WGS,PRJEB31736,SAMN00007747,NYGC,public,NA19717,2019-03-22,2019-03-22,ERX3267297,Illumina NovaSeq 6000,NA19717,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19717,male,ERP114329,AMR,Ad Mixed American,11506450894.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:50:00Z,1.0,CORIELL:GM19717,300.0,112052714100.0,MGP00006,"M014,M014-03",NA19717,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35830,ERR3239923,WGS,PRJEB31736,SAMN00007749,NYGC,public,NA19719,2019-03-22,2019-03-22,ERX3267298,Illumina NovaSeq 6000,NA19719,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19719,female,ERP114329,AMR,Ad Mixed American,11772528291.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:51:00Z,1.0,CORIELL:GM19719,300.0,116201254200.0,MGP00006,"M015,M015-02",NA19719,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35831,ERR3239924,WGS,PRJEB31736,SAMN00007750,NYGC,public,NA19720,2019-03-22,2019-03-22,ERX3267299,Illumina NovaSeq 6000,NA19720,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19720,male,ERP114329,AMR,Ad Mixed American,13473208333.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:09:00Z,1.0,CORIELL:GM19720,300.0,122190081600.0,MGP00006,"M015,M015-03",NA19720,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35832,ERR3239925,WGS,PRJEB31736,SAMN00007752,NYGC,public,NA19722,2019-03-22,2019-03-22,ERX3267300,Illumina NovaSeq 6000,NA19722,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19722,female,ERP114329,AMR,Ad Mixed American,10380786937.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:00:00Z,1.0,CORIELL:GM19722,300.0,108538515300.0,MGP00006,"M016,M016-02",NA19722,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35833,ERR3239926,WGS,PRJEB31736,SAMN00007753,NYGC,public,NA19723,2019-03-22,2019-03-22,ERX3267301,Illumina NovaSeq 6000,NA19723,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19723,male,ERP114329,AMR,Ad Mixed American,10903250223.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:18:00Z,1.0,CORIELL:GM19723,300.0,111306552900.0,MGP00006,"M016,M016-03",NA19723,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35834,ERR3239927,WGS,PRJEB31736,SAMN00007755,NYGC,public,NA19725,2019-03-22,2019-03-22,ERX3267302,Illumina NovaSeq 6000,NA19725,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19725,female,ERP114329,AMR,Ad Mixed American,9575624570.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T17:47:00Z,1.0,CORIELL:GM19725,300.0,103915347600.0,MGP00006,"M017,M017-02",NA19725,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35835,ERR3239928,WGS,PRJEB31736,SAMN00007756,NYGC,public,NA19726,2019-03-22,2019-03-22,ERX3267303,Illumina NovaSeq 6000,NA19726,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19726,male,ERP114329,AMR,Ad Mixed American,11606016822.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:09:00Z,1.0,CORIELL:GM19726,300.0,112032290400.0,MGP00006,"M017,M017-03",NA19726,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35836,ERR3239929,WGS,PRJEB31736,SAMN00007758,NYGC,public,NA19728,2019-03-22,2019-03-22,ERX3267304,Illumina NovaSeq 6000,NA19728,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19728,female,ERP114329,AMR,Ad Mixed American,10812228629.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:08:00Z,1.0,CORIELL:GM19728,300.0,114249758400.0,MGP00006,"M018,M018-02",NA19728,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35837,ERR3239930,WGS,PRJEB31736,SAMN00007759,NYGC,public,NA19729,2019-03-22,2019-03-22,ERX3267305,Illumina NovaSeq 6000,NA19729,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19729,male,ERP114329,AMR,Ad Mixed American,9636695961.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:47:00Z,1.0,CORIELL:GM19729,300.0,107846948700.0,MGP00006,"M018,M018-03",NA19729,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35838,ERR3239931,WGS,PRJEB31736,SAMN00007761,NYGC,public,NA19731,2019-03-22,2019-03-22,ERX3267306,Illumina NovaSeq 6000,NA19731,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19731,female,ERP114329,AMR,Ad Mixed American,9812161582.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T19:07:00Z,1.0,CORIELL:GM19731,300.0,110535360000.0,MGP00006,"M019,M019-02",NA19731,HAPMAPV13,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35839,ERR3239932,WGS,PRJEB31736,SAMN00007762,NYGC,public,NA19732,2019-03-22,2019-03-22,ERX3267307,Illumina NovaSeq 6000,NA19732,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19732,male,ERP114329,AMR,Ad Mixed American,9864123072.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:42:00Z,1.0,CORIELL:GM19732,300.0,108782828700.0,MGP00006,"M019,M019-03",NA19732,HAPMAPV13,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35995,ERR3240088,WGS,PRJEB31736,SAMN00004467,NYGC,public,NA19734,2019-03-22,2019-03-22,ERX3267463,Illumina NovaSeq 6000,NA19734,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19734,female,ERP114329,AMR,Ad Mixed American,9546204722.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T03:03:00Z,1.0,CORIELL:GM19734,300.0,105900451200.0,MGP00006,"2393,2393-02",NA19734,,,,mother,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
35996,ERR3240089,WGS,PRJEB31736,SAMN00004468,NYGC,public,NA19735,2019-03-22,2019-03-22,ERX3267464,Illumina NovaSeq 6000,NA19735,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Mexican Ancestry in Los Angeles, California, USA",MXL,2019-03-25T00:00:00Z,NA19735,male,ERP114329,AMR,Ad Mixed American,10315890683.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T03:09:00Z,1.0,CORIELL:GM19735,300.0,107848214400.0,MGP00006,"2393,2393-03",NA19735,,,,father,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
